note-program8-degree62-volume70.mid.wav.ogg,0.0
note-program8-degree72-volume70.mid.wav.ogg,0.0
note-program8-degree64-volume100.mid.wav.ogg,0.0
note-program8-degree72-volume40.mid.wav.ogg,0.0
note-program8-degree60-volume40.mid.wav.ogg,0.0
note-program8-degree60-volume100.mid.wav.ogg,0.0
note-program8-degree60-volume70.mid.wav.ogg,0.0
note-program8-degree64-volume40.mid.wav.ogg,0.0
note-program8-degree67-volume100.mid.wav.ogg,0.0
note-program8-degree71-volume40.mid.wav.ogg,0.0
note-program8-degree69-volume70.mid.wav.ogg,0.0
note-program8-degree67-volume70.mid.wav.ogg,0.0
note-program8-degree69-volume100.mid.wav.ogg,0.0
note-program8-degree62-volume40.mid.wav.ogg,0.0
note-program8-degree67-volume40.mid.wav.ogg,0.0
note-program8-degree64-volume70.mid.wav.ogg,0.0
note-program8-degree65-volume100.mid.wav.ogg,0.0
note-program8-degree69-volume40.mid.wav.ogg,0.0
note-program8-degree72-volume100.mid.wav.ogg,0.0
note-program8-degree71-volume100.mid.wav.ogg,0.0
note-program8-degree65-volume40.mid.wav.ogg,0.0
note-program8-degree62-volume100.mid.wav.ogg,0.0
note-program3-degree62-volume100.mid.wav.ogg,1.0
note-program3-degree72-volume70.mid.wav.ogg,1.0
note-program3-degree69-volume70.mid.wav.ogg,1.0
note-program3-degree67-volume40.mid.wav.ogg,1.0
note-program3-degree65-volume40.mid.wav.ogg,1.0
note-program3-degree60-volume70.mid.wav.ogg,1.0
note-program3-degree72-volume40.mid.wav.ogg,1.0
note-program3-degree71-volume40.mid.wav.ogg,1.0
note-program3-degree64-volume100.mid.wav.ogg,1.0
note-program3-degree65-volume70.mid.wav.ogg,1.0
note-program3-degree67-volume70.mid.wav.ogg,1.0
note-program3-degree69-volume40.mid.wav.ogg,1.0
note-program3-degree60-volume40.mid.wav.ogg,1.0
note-program3-degree69-volume100.mid.wav.ogg,1.0
note-program3-degree62-volume70.mid.wav.ogg,1.0
note-program3-degree60-volume100.mid.wav.ogg,1.0
note-program3-degree65-volume100.mid.wav.ogg,1.0
note-program3-degree71-volume100.mid.wav.ogg,1.0
note-program3-degree64-volume40.mid.wav.ogg,1.0
note-program9-degree71-volume70.mid.wav.ogg,0.0
note-program9-degree72-volume100.mid.wav.ogg,0.0
note-program9-degree69-volume70.mid.wav.ogg,0.0
note-program9-degree64-volume70.mid.wav.ogg,0.0
note-program9-degree62-volume70.mid.wav.ogg,0.0
note-program9-degree69-volume40.mid.wav.ogg,0.0
note-program9-degree64-volume40.mid.wav.ogg,0.0
note-program9-degree60-volume40.mid.wav.ogg,0.0
note-program9-degree65-volume70.mid.wav.ogg,0.0
